customer_key,customer_id,first_name,last_name,email,phone_number,registration_date,customer_segment,preferred_channel,age_group,income_level,source_avg_order_value,promo_sensitivity,email_opt_in,sms_opt_in,push_opt_in,last_purchase_date,source_lifetime_orders,preferred_category
1466,1466,Elizabeth,Flores,elizabethflores@yahoo.com,-2494,,New_Customer,Social,36-45,Low,117.92,0.58,False,True,False,,32.0,Home
1467,1467,Kylie,Atkinson,kylie.atkinson@outlook.com,-4177,,Medium_Value,Social,36-45,High,122.14,0.44,False,True,True,,2.0,Beauty
1468,1468,Norma,Lewis,norma472@hotmail.com,-9158,,New_Customer,Direct,36-45,Premium,83.36,0.67,True,False,False,,41.0,Clothing
1469,1469,Katherine,Campbell,katherinecampbell@yahoo.com,-4552,,Low_Value,Direct,36-45,Medium,32.22,0.64,False,True,True,,11.0,Sports
1470,1470,Brian,Fox,brianfox@outlook.com,-5058,,High_Value,SMS,Unknown,Low,353.35,0.2,True,True,False,,32.0,Sports
1471,1471,Jennifer,Williams,jennifer62@gmail.com,-2564,,New_Customer,Social,46-55,Premium,62.66,0.59,False,True,False,,33.0,Beauty
1472,1472,Jeremy,Brooks,jeremy517@yahoo.com,-11439,,Low_Value,SMS,18-25,High,79.21,0.75,False,True,True,,17.0,Electronics
1473,1473,Stacy,Ellis,stacyellis@gmail.com,-4214,,Low_Value,Social,18-25,Medium,85.71,0.74,True,True,True,,6.0,Books
1474,1474,John,Smith,johnsmith@hotmail.com,-3576,,New_Customer,Social,46-55,High,77.62,0.78,False,True,True,,45.0,Clothing
1475,1475,William,Oneill,william.oneill@yahoo.com,-4210,,Medium_Value,Direct,36-45,Medium,171.65,0.6,False,False,True,,29.0,Sports
1476,1476,Austin,Graham,austingraham@yahoo.com,-5956,,New_Customer,SMS,Unknown,High,149.91,0.57,False,False,True,,19.0,Sports
1477,1477,Andrew,Carrillo,andrew254@hotmail.com,-3080,,High_Value,Direct,55+,High,436.64,0.25,False,False,True,,38.0,Electronics
1478,1478,Justin,Walker,justin130@gmail.com,-8465,,Low_Value,Push,46-55,Medium,47.24,0.9,True,False,True,,15.0,Sports
1479,1479,Melinda,Austin,melindaaustin@gmail.com,-3769,,High_Value,SMS,46-55,Premium,472.24,0.2,False,False,True,,50.0,Clothing
1480,1480,Jill,Sullivan,jillsullivan@hotmail.com,-5467,,New_Customer,Push,36-45,Low,112.1,0.55,True,True,False,,46.0,Books
1481,1481,Daniel,Rivera,daniel.rivera@outlook.com,-10712,,Medium_Value,SMS,46-55,Premium,101.68,0.55,True,False,False,,4.0,Clothing
1482,1482,Travis,Evans,travis.evans@outlook.com,-7093,,High_Value,SMS,18-25,High,239.59,0.36,False,True,True,,50.0,Home
1483,1483,Jenny,Robinson,jennyrobinson@yahoo.com,-10305,,High_Value,SMS,55+,Premium,371.88,0.33,True,False,False,,47.0,Books
1484,1484,Angela,Clayton,angela457@gmail.com,-8359,,Medium_Value,Email,46-55,Unknown,89.99,0.65,True,True,True,,15.0,Clothing
1485,1485,David,Le,david795@gmail.com,-4080,,High_Value,Social,26-35,Unknown,212.02,0.36,True,False,True,,18.0,Beauty
1486,1486,Dakota,Griffin,dakotagriffin@gmail.com,-7482,,Medium_Value,Email,18-25,Medium,80.5,0.5,True,True,True,,14.0,Sports
1487,1487,Patrick,Wright,patrick.wright@gmail.com,-2038,,Low_Value,Push,55+,Medium,82.55,0.63,True,False,False,,15.0,Beauty
1488,1488,John,Thompson,john.thompson@gmail.com,-7013,,Low_Value,Direct,36-45,Medium,90.7,0.6,False,True,False,,46.0,Books
1489,1489,Catherine,Guerra,catherine775@hotmail.com,-11652,,Low_Value,Social,18-25,Low,88.68,0.9,True,True,False,,3.0,Home
1490,1490,Michelle,Ross,michelle.ross@outlook.com,-4215,,New_Customer,Push,26-35,Medium,117.95,0.68,True,False,False,,14.0,Beauty
1491,1491,Elizabeth,Whitaker,elizabethwhitaker@outlook.com,-8317,,Medium_Value,SMS,36-45,Low,115.67,0.43,False,False,True,,37.0,Sports
1492,1492,Laura,Pennington,laura.pennington@gmail.com,-5454,,High_Value,Social,46-55,Medium,472.72,0.23,False,False,True,,21.0,Home
1493,1493,Kelly,Prince,kellyprince@gmail.com,-8138,,Low_Value,SMS,46-55,Unknown,45.93,0.74,False,False,True,,31.0,Beauty
1494,1494,Patrick,Watson,patrick.watson@outlook.com,-8506,,New_Customer,Push,26-35,Low,110.38,0.59,True,True,True,,33.0,Clothing
1495,1495,Shawn,Peters,shawn.peters@hotmail.com,-10190,,Low_Value,Social,46-55,Premium,47.48,0.76,False,False,False,,33.0,Home
1496,1496,Nancy,Murphy,nancy.murphy@gmail.com,-8311,,New_Customer,SMS,Unknown,Premium,31.02,0.54,False,False,True,,29.0,Clothing
1497,1497,Emily,Miller,emily.miller@gmail.com,-10349,,New_Customer,Direct,55+,Premium,44.62,0.5,True,False,False,,42.0,Electronics
1498,1498,Paul,Powell,paul794@outlook.com,-4383,,Medium_Value,Push,Unknown,Unknown,99.42,0.59,False,True,True,,26.0,Electronics
1499,1499,Andrea,Macias,andrea.macias@yahoo.com,-10721,,New_Customer,Social,55+,Low,65.88,0.6,False,True,True,,33.0,Clothing
1500,1500,Joshua,Thomas,joshuathomas@gmail.com,-3998,,New_Customer,Email,55+,High,141.31,0.67,True,True,True,,8.0,Home
1501,1501,Marc,Richardson,marc909@outlook.com,-5013,,Low_Value,SMS,36-45,Unknown,27.56,0.62,True,False,True,,50.0,Beauty
1502,1502,Joshua,Reyes,joshua.reyes@gmail.com,-2657,,High_Value,SMS,55+,Low,202.92,0.34,True,False,True,,8.0,Clothing
1503,1503,Anita,Raymond,anita132@outlook.com,-10832,,Medium_Value,Social,26-35,High,157.71,0.69,False,False,False,,21.0,Home
1504,1504,Wendy,Sandoval,wendysandoval@hotmail.com,-11590,,High_Value,Social,Unknown,High,363.61,0.36,False,True,True,,35.0,Books
1505,1505,Tony,Prince,tony663@hotmail.com,-6289,,Low_Value,Direct,55+,High,65.89,0.78,True,False,False,,48.0,Clothing
1506,1506,Kevin,Bautista,kevinbautista@hotmail.com,-8739,,Low_Value,Push,55+,Unknown,73.04,0.78,False,False,False,,11.0,Clothing
1507,1507,Ricky,Davis,ricky.davis@outlook.com,-7125,,High_Value,Email,Unknown,Premium,407.98,0.29,True,True,False,,30.0,Clothing
1508,1508,Maria,Clark,maria.clark@yahoo.com,-9723,,New_Customer,Social,55+,Medium,142.49,0.66,False,False,True,,40.0,Home
1509,1509,Lisa,White,lisawhite@hotmail.com,-7358,,High_Value,Direct,55+,High,190.25,0.3,False,False,False,,30.0,Home
1510,1510,Nathan,Lester,nathanlester@hotmail.com,-7771,,New_Customer,Email,46-55,Premium,107.57,0.61,True,True,True,,13.0,Books
1511,1511,Ashley,Brown,ashley873@outlook.com,-9207,,High_Value,Social,18-25,Premium,175.7,0.32,True,False,True,,20.0,Home
1512,1512,Erica,Walker,erica279@hotmail.com,-2720,,New_Customer,SMS,36-45,Premium,115.52,0.52,True,False,False,,23.0,Sports
1513,1513,Mark,Arnold,markarnold@outlook.com,-9948,,High_Value,SMS,18-25,Low,493.71,0.27,False,False,True,,2.0,Electronics
1514,1514,James,Crosby,james750@gmail.com,-8535,,New_Customer,Push,36-45,Low,104.57,0.54,True,False,False,,18.0,Electronics
1515,1515,Amy,Skinner,amy.skinner@gmail.com,-5581,,New_Customer,Email,26-35,Low,98.93,0.79,True,False,False,,18.0,Home
1516,1516,Samuel,Lewis,samuel662@gmail.com,-2041,,High_Value,SMS,18-25,Premium,416.94,0.28,True,False,True,,8.0,Beauty
1517,1517,Mario,Washington,mario.washington@yahoo.com,-3824,,High_Value,Social,Unknown,Premium,457.94,0.38,False,True,False,,40.0,Sports
1518,1518,Timothy,Gutierrez,timothygutierrez@outlook.com,-7239,,New_Customer,Social,55+,Low,47.87,0.69,False,True,False,,15.0,Beauty
1519,1519,Sarah,Schneider,sarahschneider@gmail.com,-8543,,Low_Value,Direct,55+,Premium,79.99,0.88,True,False,False,,40.0,Beauty
1520,1520,Lee,Johnson,lee.johnson@outlook.com,-8229,,Medium_Value,Push,36-45,Low,113.36,0.62,False,False,True,,0.0,Books
1521,1521,Donna,Klein,donna.klein@outlook.com,-10816,,Medium_Value,Direct,18-25,High,98.32,0.42,True,True,False,,7.0,Electronics
1522,1522,Michael,Bell,michaelbell@gmail.com,-5196,,New_Customer,Direct,36-45,Low,69.29,0.71,False,False,False,,48.0,Beauty
1523,1523,Michelle,Rivera,michellerivera@gmail.com,-7406,,Medium_Value,Push,36-45,High,131.77,0.55,True,True,True,,50.0,Books
1524,1524,Howard,Roberts,howard.roberts@outlook.com,-8997,,Low_Value,Social,18-25,Premium,86.3,0.64,False,False,False,,1.0,Sports
1525,1525,Joyce,Williams,joycewilliams@outlook.com,-2059,,Low_Value,Direct,18-25,Medium,60.13,0.75,False,False,False,,18.0,Clothing
1526,1526,Chelsea,Edwards,chelseaedwards@outlook.com,-5690,,Medium_Value,Direct,46-55,Low,89.55,0.54,True,True,False,,26.0,Beauty
1527,1527,Natalie,Lambert,natalie860@yahoo.com,-4002,,Medium_Value,SMS,Unknown,Medium,113.82,0.59,False,True,True,,15.0,Beauty
1528,1528,Scott,Green,scott410@outlook.com,-7041,,Medium_Value,SMS,36-45,Medium,144.86,0.41,False,True,True,,34.0,Beauty
1529,1529,Matthew,Walker,matthewwalker@yahoo.com,-6235,,High_Value,SMS,36-45,Premium,259.78,0.34,True,False,False,,9.0,Sports
1530,1530,Philip,Goodwin,philip.goodwin@outlook.com,-6505,,New_Customer,SMS,55+,Medium,138.25,0.66,True,True,False,,31.0,Electronics
1531,1531,Joanna,Kennedy,joanna.kennedy@gmail.com,-10432,,Low_Value,Push,26-35,High,75.89,0.9,False,False,True,,9.0,Books
1532,1532,Gregory,Ryan,gregory495@gmail.com,-10198,,High_Value,SMS,55+,Medium,361.58,0.27,False,True,False,,27.0,Home
1533,1533,Douglas,Kelley,douglaskelley@hotmail.com,-10247,,Low_Value,SMS,26-35,Premium,50.37,0.87,True,True,True,,22.0,Beauty
1534,1534,Xavier,Green,xavier.green@yahoo.com,-3377,,Low_Value,SMS,26-35,Low,96.96,0.81,False,True,False,,35.0,Sports
1535,1535,Holly,Ball,holly945@hotmail.com,-3563,,New_Customer,Social,36-45,Medium,56.99,0.52,False,True,True,,18.0,Clothing
1536,1536,Dominique,Webster,dominique.webster@gmail.com,-5536,,High_Value,Email,26-35,Medium,277.85,0.23,False,False,False,,31.0,Beauty
1537,1537,Miguel,Patterson,miguel.patterson@gmail.com,-6870,,High_Value,Email,26-35,Low,389.03,0.24,False,False,True,,49.0,Clothing
1538,1538,Kevin,Choi,kevin.choi@gmail.com,-7480,,Low_Value,Social,18-25,Low,32.54,0.73,True,False,True,,39.0,Clothing
1539,1539,Shane,Hall,shane.hall@outlook.com,-6184,,New_Customer,Email,55+,High,70.25,0.75,True,True,False,,48.0,Books
1540,1540,Kristen,Fisher,kristenfisher@outlook.com,-6969,,New_Customer,SMS,55+,Premium,94.33,0.6,False,False,False,,0.0,Clothing
1541,1541,Claudia,Gutierrez,claudia.gutierrez@gmail.com,-8847,,Medium_Value,Push,Unknown,Premium,159.03,0.54,True,True,False,,27.0,Home
1542,1542,Michael,Carroll,michaelcarroll@gmail.com,-9691,,Medium_Value,Email,55+,Medium,83.63,0.51,True,False,True,,32.0,Electronics
1543,1543,Brian,White,brianwhite@outlook.com,-5940,,New_Customer,Push,55+,Low,50.12,0.67,False,True,False,,16.0,Electronics
1544,1544,Mark,Hernandez,mark101@gmail.com,-5819,,New_Customer,Email,36-45,Premium,138.46,0.58,False,True,True,,25.0,Beauty
1545,1545,Kevin,Rodriguez,kevin.rodriguez@yahoo.com,-4097,,New_Customer,Social,36-45,Low,94.14,0.53,False,True,True,,16.0,Clothing
1546,1546,Annette,Williams,annettewilliams@outlook.com,-11131,,Medium_Value,SMS,18-25,Low,77.94,0.51,False,False,False,,8.0,Beauty
1547,1547,Karen,Anderson,karen.anderson@yahoo.com,-3381,,Medium_Value,Email,55+,Medium,198.76,0.56,False,False,True,,46.0,Beauty
1548,1548,Derrick,Forbes,derrick.forbes@hotmail.com,-8974,,Low_Value,Push,55+,Premium,52.74,0.64,False,False,False,,12.0,Electronics
1549,1549,David,Williams,david297@gmail.com,-4639,,Low_Value,Email,55+,High,69.6,0.8,False,True,True,,18.0,Sports
1550,1550,Kathy,Jones,kathyjones@outlook.com,-6851,,High_Value,Direct,18-25,Medium,323.76,0.28,True,False,False,,24.0,Books
1551,1551,Brenda,Underwood,brenda.underwood@gmail.com,-8747,,New_Customer,Email,55+,Unknown,120.69,0.71,False,False,False,,15.0,Electronics
1552,1552,Adam,Stephens,adam377@yahoo.com,-7637,,Low_Value,Direct,36-45,Premium,88.5,0.7,True,True,False,,48.0,Home
1553,1553,Kelli,Goodwin,kelli.goodwin@yahoo.com,-7616,,Low_Value,Social,36-45,Unknown,35.04,0.68,True,False,False,,15.0,Electronics
1554,1554,Taylor,Taylor,taylortaylor@gmail.com,-7664,,High_Value,Social,46-55,Premium,445.54,0.32,True,True,False,,44.0,Home
1555,1555,Mark,Marsh,mark870@yahoo.com,-7104,,Medium_Value,Push,Unknown,Unknown,104.36,0.64,False,True,True,,46.0,Clothing
1556,1556,Thomas,Hill,thomas.hill@outlook.com,-6322,,New_Customer,Direct,46-55,Premium,129.88,0.78,True,False,True,,18.0,Clothing
1557,1557,Mikayla,Hudson,mikaylahudson@yahoo.com,-8442,,High_Value,Push,55+,Premium,312.53,0.28,True,True,True,,37.0,Clothing
1558,1558,Oscar,Davis,oscardavis@gmail.com,-4992,,Low_Value,Email,36-45,Low,61.52,0.88,False,False,True,,33.0,Clothing
1559,1559,Brenda,Potts,brenda938@hotmail.com,-10139,,New_Customer,SMS,46-55,Premium,33.01,0.59,False,True,True,,32.0,Electronics
1560,1560,Paige,Davis,paigedavis@yahoo.com,-10994,,Medium_Value,Direct,55+,Low,88.59,0.5,True,False,True,,10.0,Home
1561,1561,Kenneth,Johnson,kennethjohnson@hotmail.com,-10828,,New_Customer,Email,46-55,Low,47.1,0.75,True,False,True,,11.0,Books
1562,1562,Devon,Neal,devon.neal@outlook.com,-4641,,High_Value,Direct,46-55,Premium,406.5,0.24,False,True,True,,48.0,Electronics
1563,1563,Heather,Davis,heather706@hotmail.com,-4316,,High_Value,Direct,26-35,Medium,443.77,0.28,True,True,True,,10.0,Electronics
1564,1564,Chris,Lee,chris.lee@yahoo.com,-8782,,Low_Value,SMS,55+,Low,84.13,0.66,False,False,True,,7.0,Sports
1565,1565,Jay,Hoffman,jay.hoffman@hotmail.com,-6863,,Low_Value,Push,55+,High,83.79,0.89,True,True,True,,44.0,Electronics
1566,1566,Mark,Russell,mark.russell@yahoo.com,-6659,,Low_Value,Social,Unknown,High,78.44,0.62,False,False,True,,46.0,Books
1567,1567,Amanda,Edwards,amandaedwards@yahoo.com,-9875,,High_Value,Social,36-45,Premium,296.85,0.22,True,False,True,,21.0,Books
1568,1568,Angela,Bennett,angelabennett@gmail.com,-4782,,Medium_Value,Email,36-45,Medium,113.85,0.49,False,False,True,,23.0,Beauty
1569,1569,Zachary,Moreno,zachary436@yahoo.com,-10697,,Medium_Value,Social,18-25,High,172.5,0.59,False,False,False,,42.0,Beauty
1570,1570,Michelle,Bullock,michelle551@yahoo.com,-5508,,New_Customer,Push,55+,Low,88.29,0.57,False,True,True,,50.0,Books
1571,1571,Sabrina,Webb,sabrina627@hotmail.com,-5071,,High_Value,Email,26-35,Medium,432.04,0.36,False,False,True,,31.0,Home
1572,1572,Angela,Smith,angelasmith@gmail.com,-9923,,Medium_Value,SMS,26-35,Medium,179.25,0.55,True,True,True,,17.0,Books
1573,1573,Jill,Navarro,jill17@yahoo.com,-7779,,Low_Value,Direct,Unknown,Medium,39.09,0.7,True,False,True,,13.0,Sports
1574,1574,Michelle,Stephens,michellestephens@hotmail.com,-10123,,Medium_Value,Social,36-45,Premium,80.26,0.65,False,False,False,,12.0,Books
1575,1575,Robert,Kennedy,robert.kennedy@outlook.com,-10541,,High_Value,Social,18-25,Premium,422.03,0.21,True,True,True,,15.0,Clothing
1576,1576,Joseph,Brown,joseph12@yahoo.com,-3529,,High_Value,Email,36-45,High,164.75,0.29,False,False,True,,7.0,Clothing
1577,1577,Lisa,Rose,lisarose@gmail.com,-4859,,High_Value,SMS,55+,Premium,365.69,0.22,False,True,False,,33.0,Sports
1578,1578,Christy,Murray,christy610@hotmail.com,-8684,,Low_Value,Social,26-35,High,39.38,0.84,True,False,True,,49.0,Electronics
1579,1579,Stacey,Rivera,stacey.rivera@hotmail.com,-3354,,High_Value,Direct,55+,High,375.83,0.21,False,False,False,,26.0,Clothing
1580,1580,Christina,Brown,christina171@hotmail.com,-7333,,New_Customer,SMS,55+,Low,61.99,0.76,False,False,False,,17.0,Sports
1581,1581,Benjamin,Long,benjamin960@hotmail.com,-5695,,Medium_Value,SMS,Unknown,Premium,166.9,0.62,True,False,True,,15.0,Electronics
1582,1582,Theresa,Evans,theresa.evans@gmail.com,-1735,,New_Customer,Email,18-25,Premium,104.24,0.67,False,False,True,,22.0,Clothing
1583,1583,David,Murphy,davidmurphy@yahoo.com,-10014,,High_Value,Social,46-55,High,305.7,0.22,True,False,True,,17.0,Home
1584,1584,Stephen,Campbell,stephen.campbell@yahoo.com,-6848,,Low_Value,Direct,36-45,Low,92.57,0.8,False,False,True,,41.0,Clothing
1585,1585,David,Thomas,david.thomas@outlook.com,-5522,,High_Value,Push,46-55,Premium,431.26,0.32,False,True,True,,50.0,Sports
1586,1586,Brandi,Nielsen,brandinielsen@gmail.com,-5109,,Low_Value,Push,36-45,High,46.98,0.61,False,True,False,,46.0,Home
1587,1587,Scott,Perez,scott.perez@yahoo.com,-10374,,Low_Value,Push,18-25,Premium,52.41,0.6,True,True,True,,27.0,Electronics
1588,1588,Johnathan,Burnett,johnathan.burnett@hotmail.com,-3223,,Low_Value,Direct,18-25,Medium,39.3,0.71,False,True,True,,10.0,Clothing
1589,1589,Whitney,Norton,whitney153@outlook.com,-6921,,New_Customer,SMS,46-55,High,89.61,0.79,False,True,True,,36.0,Electronics
1590,1590,Alison,Lindsey,alisonlindsey@gmail.com,-5105,,New_Customer,Direct,46-55,Premium,84.96,0.59,False,False,True,,31.0,Beauty
1591,1591,Rhonda,Conway,rhonda.conway@yahoo.com,-5514,,New_Customer,Social,36-45,Medium,61.3,0.5,False,False,True,,16.0,Electronics
1592,1592,Jessica,Jones,jessicajones@outlook.com,-3486,,High_Value,Social,26-35,Premium,282.16,0.37,False,False,True,,15.0,Electronics
1593,1593,Stephen,Miller,stephen.miller@hotmail.com,-6821,,New_Customer,SMS,18-25,High,109.07,0.6,False,False,True,,24.0,Electronics
1594,1594,Ronald,Owens,ronaldowens@outlook.com,-9331,,New_Customer,SMS,36-45,Low,71.21,0.65,False,False,True,,0.0,Beauty
1595,1595,Elizabeth,Goodwin,elizabeth.goodwin@hotmail.com,-3383,,Low_Value,Push,46-55,Medium,65.59,0.7,False,True,False,,7.0,Electronics
1596,1596,Lindsay,King,lindsayking@yahoo.com,-9375,,High_Value,Direct,18-25,Low,299.83,0.36,True,False,True,,6.0,Electronics
1597,1597,Kyle,Rodriguez,kyle997@yahoo.com,-6498,,Medium_Value,Social,36-45,Premium,160.72,0.62,False,False,True,,4.0,Home
1598,1598,Felicia,George,felicia.george@outlook.com,-9563,,New_Customer,Direct,18-25,Low,92.81,0.6,True,False,True,,17.0,Books
1599,1599,Allen,Mason,allen.mason@outlook.com,-2219,,Low_Value,SMS,36-45,Low,53.71,0.65,False,False,True,,20.0,Books
1600,1600,William,Sullivan,william147@hotmail.com,-8434,,Low_Value,Direct,26-35,High,25.18,0.6,False,True,True,,50.0,Sports
1601,1601,Nicholas,Bishop,nicholasbishop@hotmail.com,-7063,,Low_Value,SMS,18-25,Low,49.14,0.67,True,False,True,,40.0,Clothing
1602,1602,Bailey,Lucas,bailey205@hotmail.com,-3605,,Low_Value,SMS,18-25,Premium,36.17,0.8,True,False,False,,5.0,Books
1603,1603,April,Mendoza,april.mendoza@hotmail.com,-5729,,High_Value,Email,18-25,Medium,232.56,0.35,False,True,False,,37.0,Sports
1604,1604,Jerry,Knight,jerry.knight@yahoo.com,-2787,,High_Value,Social,36-45,Low,224.53,0.34,False,True,False,,9.0,Clothing
1605,1605,Corey,Murray,corey.murray@yahoo.com,-6637,,High_Value,Email,36-45,Unknown,181.67,0.23,True,False,True,,15.0,Books
1606,1606,Dawn,King,dawn677@yahoo.com,-2536,,Low_Value,Direct,36-45,Premium,70.37,0.6,False,False,False,,35.0,Books
1607,1607,Roger,Hayden,roger788@hotmail.com,-3296,,New_Customer,SMS,55+,Low,142.44,0.6,False,True,True,,30.0,Electronics
1608,1608,Malik,Gallagher,malik939@yahoo.com,-7140,,Low_Value,Email,36-45,Premium,41.02,0.84,False,True,True,,14.0,Electronics
1609,1609,Angela,Lowe,angelalowe@hotmail.com,-6089,,New_Customer,Direct,55+,Premium,52.62,0.66,False,True,True,,19.0,Books
1610,1610,Rebekah,Novak,rebekahnovak@gmail.com,-10839,,New_Customer,Push,18-25,Premium,75.45,0.7,True,False,False,,29.0,Clothing
1611,1611,Stephen,Bailey,stephenbailey@outlook.com,-9206,,New_Customer,Social,18-25,Medium,88.71,0.63,True,True,False,,13.0,Clothing
1612,1612,Kevin,White,kevin927@gmail.com,-10627,,Low_Value,Direct,Unknown,Premium,32.1,0.64,False,False,False,,14.0,Books
1613,1613,Jonathan,Turner,jonathanturner@hotmail.com,-9443,,Low_Value,Social,55+,Unknown,89.25,0.63,True,True,True,,10.0,Electronics
1614,1614,Nathan,Luna,nathan.luna@outlook.com,-4732,,Medium_Value,Social,Unknown,Premium,88.72,0.42,False,False,False,,26.0,Clothing
1615,1615,Matthew,Flowers,matthewflowers@gmail.com,-3158,,New_Customer,Social,26-35,High,75.13,0.62,False,True,True,,1.0,Sports
1616,1616,Gregory,Ortiz,gregory.ortiz@yahoo.com,-9553,,High_Value,SMS,36-45,Low,253.17,0.27,False,True,False,,39.0,Beauty
1617,1617,Tammy,Martinez,tammy202@hotmail.com,-5224,,Medium_Value,Push,26-35,Premium,109.95,0.6,False,False,True,,37.0,Clothing
1618,1618,Tyler,Adams,tyler546@gmail.com,-9705,,High_Value,Direct,46-55,Low,219.96,0.31,True,False,False,,9.0,Electronics
1619,1619,Angela,Olson,angela402@hotmail.com,-3799,,New_Customer,SMS,26-35,Unknown,129.25,0.66,True,False,False,,27.0,Clothing
1620,1620,Xavier,Scott,xavier.scott@outlook.com,-10450,,New_Customer,Direct,18-25,High,47.34,0.61,False,False,True,,41.0,Electronics
1621,1621,William,Wells,william908@gmail.com,-5676,,New_Customer,Social,36-45,Low,106.49,0.55,False,True,False,,5.0,Home
1622,1622,Heather,Young,heather.young@outlook.com,-7327,,Low_Value,Email,36-45,Medium,56.05,0.81,False,False,False,,8.0,Home
1623,1623,Michael,Watson,michaelwatson@yahoo.com,-5550,,High_Value,Push,36-45,Unknown,218.86,0.23,False,False,False,,32.0,Electronics
1624,1624,Cesar,Cooper,cesar445@yahoo.com,-2438,,Medium_Value,Social,Unknown,Medium,83.09,0.41,True,False,True,,0.0,Beauty
1625,1625,Lauren,Beltran,lauren709@gmail.com,-11179,,New_Customer,SMS,36-45,Premium,34.4,0.54,False,True,False,,29.0,Beauty
1626,1626,Robert,Saunders,robert48@yahoo.com,-2643,,Low_Value,Direct,36-45,High,90.97,0.61,True,True,True,,27.0,Books
1627,1627,Jean,Kelly,jean129@gmail.com,-11631,,Medium_Value,Email,18-25,Premium,103.13,0.45,True,False,False,,38.0,Sports
1628,1628,William,Forbes,william11@outlook.com,-8698,,Low_Value,Email,26-35,Low,30.62,0.65,False,False,False,,33.0,Books
1629,1629,Dana,Garcia,dana6@yahoo.com,-9316,,New_Customer,Direct,46-55,Low,43.2,0.79,False,False,True,,6.0,Beauty
1630,1630,Jennifer,Ingram,jennifer548@yahoo.com,-10852,,Low_Value,Social,46-55,Medium,97.61,0.61,False,True,True,,24.0,Electronics
1631,1631,Anthony,Tate,anthony507@hotmail.com,-9504,,Medium_Value,Direct,26-35,Low,187.74,0.56,False,True,False,,42.0,Electronics
1632,1632,Keith,Franco,keithfranco@hotmail.com,-5898,,Low_Value,Direct,18-25,Premium,82.12,0.8,True,True,False,,8.0,Electronics
1633,1633,Jeremy,Williams,jeremy.williams@gmail.com,-10065,,High_Value,Direct,18-25,High,415.06,0.2,True,False,False,,15.0,Beauty
1634,1634,Frank,Richardson,frankrichardson@outlook.com,-4438,,Medium_Value,Direct,18-25,Premium,164.34,0.42,False,False,True,,4.0,Clothing
1635,1635,Thomas,Cross,thomascross@gmail.com,-3313,,Low_Value,Push,46-55,Low,97.45,0.82,True,True,False,,34.0,Books
1636,1636,Candice,Howard,candicehoward@yahoo.com,-9281,,Low_Value,Email,26-35,Premium,68.57,0.66,True,True,False,,1.0,Books
1637,1637,Melissa,Jones,melissajones@gmail.com,-4606,,New_Customer,Social,36-45,High,83.76,0.64,True,True,False,,43.0,Clothing
1638,1638,Tracy,Lee,tracylee@hotmail.com,-7750,,High_Value,SMS,55+,High,299.11,0.27,True,True,True,,2.0,Clothing
1639,1639,Natalie,Munoz,nataliemunoz@hotmail.com,-9379,,Low_Value,Email,18-25,High,53.78,0.83,True,False,True,,45.0,Electronics
1640,1640,Kelsey,Barrett,kelsey9@gmail.com,-9991,,New_Customer,Push,Unknown,Premium,46.77,0.51,True,False,True,,31.0,Beauty
1641,1641,Denise,Walker,denise318@hotmail.com,-8554,,Medium_Value,Email,55+,Low,81.07,0.44,True,True,True,,34.0,Clothing
1642,1642,Jacqueline,Williams,jacqueline463@gmail.com,-7372,,Medium_Value,Push,46-55,Unknown,196.55,0.4,True,False,True,,42.0,Sports
1643,1643,Garrett,Henderson,garretthenderson@yahoo.com,-5392,,Medium_Value,SMS,55+,High,93.57,0.56,True,True,False,,8.0,Home
1644,1644,Pamela,Morgan,pamela.morgan@outlook.com,-9780,,New_Customer,SMS,46-55,Premium,66.82,0.64,False,False,True,,5.0,Home
1645,1645,Shane,Wright,shane860@outlook.com,-3668,,New_Customer,Email,Unknown,Premium,46.79,0.66,False,True,False,,37.0,Beauty
1646,1646,Natasha,Hall,natashahall@yahoo.com,-9300,,High_Value,SMS,Unknown,Medium,287.08,0.24,False,False,True,,44.0,Sports
1647,1647,Lonnie,Goodman,lonnie107@outlook.com,-6039,,High_Value,Social,18-25,Low,468.33,0.37,False,False,True,,19.0,Beauty
1648,1648,Rodney,Rodriguez,rodney612@gmail.com,-3467,,Low_Value,Social,36-45,High,56.78,0.68,True,False,True,,7.0,Home
1649,1649,Keith,Smith,keithsmith@gmail.com,-8740,,Low_Value,Direct,36-45,Medium,42.57,0.62,False,False,False,,29.0,Beauty
1650,1650,Laura,Dennis,laura.dennis@outlook.com,-2380,,Medium_Value,Social,26-35,High,109.58,0.46,True,True,False,,10.0,Beauty
1651,1651,Shannon,Reid,shannon462@yahoo.com,-10793,,New_Customer,SMS,26-35,Medium,60.77,0.67,False,False,False,,5.0,Clothing
1652,1652,Trevor,Morton,trevor.morton@yahoo.com,-3469,,Medium_Value,Direct,36-45,Premium,166.95,0.52,True,True,True,,15.0,Books
1653,1653,Richard,Bishop,richard.bishop@gmail.com,-10210,,New_Customer,Push,46-55,Medium,56.2,0.55,False,True,True,,19.0,Books
1654,1654,Michael,King,michael407@gmail.com,-9796,,Low_Value,Email,55+,Medium,71.12,0.88,False,True,True,,43.0,Beauty
1655,1655,Sarah,Dillon,sarah.dillon@yahoo.com,-7343,,Low_Value,Email,18-25,High,53.32,0.64,False,False,False,,23.0,Electronics
