customer_id,first_name,last_name,email,phone_number,registration_date,customer_segment,preferred_channel,age_group,income_level,avg_order_value,promo_sensitivity,email_opt_in,sms_opt_in,push_opt_in,last_purchase_date,total_lifetime_orders,preferred_category
1527,Natalie,Lambert,natalie860@yahoo.com,-4002,57:19.2,Medium_Value,SMS,,Medium,113.82,0.59,FALSE,TRUE,TRUE,18:37.6,15,Beauty
1528,Scott,Green,scott410@outlook.com,-7041,35:38.0,Medium_Value,SMS,36-45,Medium,144.86,0.41,FALSE,TRUE,TRUE,15:15.2,34,Beauty
1529,Matthew,Walker,matthewwalker@yahoo.com,-6235,55:38.7,High_Value,SMS,36-45,Premium,259.78,0.34,TRUE,FALSE,FALSE,13:26.9,9,Sports
1530,Philip,Goodwin,philip.goodwin@outlook.com,-6505,34:50.9,New_Customer,SMS,55+,Medium,138.25,0.66,TRUE,TRUE,FALSE,,31,Electronics
1531,Joanna,Kennedy,joanna.kennedy@gmail.com,-10432,20:43.9,Low_Value,Push,26-35,High,75.89,0.9,FALSE,FALSE,TRUE,13:58.7,9,Books
1532,Gregory,Ryan,gregory495@gmail.com,-10198,13:30.8,High_Value,SMS,55+,Medium,361.58,0.27,FALSE,TRUE,FALSE,15:12.6,27,Home
1533,Douglas,Kelley,douglaskelley@hotmail.com,-10247,05:12.1,Low_Value,SMS,26-35,Premium,50.37,0.87,TRUE,TRUE,TRUE,16:33.7,22,Beauty
1534,Xavier,Green,xavier.green@yahoo.com,-3377,57:26.2,Low_Value,SMS,26-35,Low,96.96,0.81,FALSE,TRUE,FALSE,18:32.7,35,Sports
1535,Holly,Ball,holly945@hotmail.com,-3563,51:38.3,New_Customer,Social,36-45,Medium,56.99,0.52,FALSE,TRUE,TRUE,14:17.5,18,Clothing
1536,Dominique,Webster,dominique.webster@gmail.com,-5536,26:35.9,High_Value,Email,26-35,Medium,277.85,0.23,FALSE,FALSE,FALSE,18:17.2,31,Beauty
1537,Miguel,Patterson,miguel.patterson@gmail.com,-6870,53:28.6,High_Value,Email,26-35,Low,389.03,0.24,FALSE,FALSE,TRUE,13:31.4,49,Clothing
1538,Kevin,Choi,kevin.choi@gmail.com,-7480,08:47.8,Low_Value,Social,18-25,Low,32.54,0.73,TRUE,FALSE,TRUE,13:08.7,39,Clothing
1539,Shane,Hall,shane.hall@outlook.com,-6184,25:22.1,New_Customer,Email,55+,High,70.25,0.75,TRUE,TRUE,FALSE,18:01.6,48,Books
1540,Kristen,Fisher,kristenfisher@outlook.com,-6969,59:54.4,New_Customer,SMS,55+,Premium,94.33,0.6,FALSE,FALSE,FALSE,13:40.6,0,Clothing
1541,Claudia,Gutierrez,claudia.gutierrez@gmail.com,-8847,00:32.7,Medium_Value,Push,,Premium,159.03,0.54,TRUE,TRUE,FALSE,15:43.7,27,Home
1542,Michael,Carroll,michaelcarroll@gmail.com,-9691,49:51.6,Medium_Value,Email,55+,Medium,83.63,0.51,TRUE,FALSE,TRUE,13:46.6,32,Electronics
1543,Brian,White,brianwhite@outlook.com,-5940,39:31.8,New_Customer,Push,55+,Low,50.12,0.67,FALSE,TRUE,FALSE,,16,Electronics
1544,Mark,Hernandez,mark101@gmail.com,-5819,13:37.9,New_Customer,Email,36-45,Premium,138.46,0.58,FALSE,TRUE,TRUE,18:42.6,25,Beauty
1545,Kevin,Rodriguez,kevin.rodriguez@yahoo.com,-4097,16:06.5,New_Customer,Social,36-45,Low,94.14,0.53,FALSE,TRUE,TRUE,16:42.7,16,Clothing
1546,Annette,Williams,annettewilliams@outlook.com,-11131,06:33.1,Medium_Value,SMS,18-25,Low,77.94,0.51,FALSE,FALSE,FALSE,,8,Beauty
1547,Karen,Anderson,karen.anderson@yahoo.com,-3381,36:26.3,Medium_Value,Email,55+,Medium,198.76,0.56,FALSE,FALSE,TRUE,13:35.3,46,Beauty
1548,Derrick,Forbes,derrick.forbes@hotmail.com,-8974,55:59.4,Low_Value,Push,55+,Premium,52.74,0.64,FALSE,FALSE,FALSE,,12,Electronics
1549,David,Williams,david297@gmail.com,-4639,39:10.2,Low_Value,Email,55+,High,69.6,0.8,FALSE,TRUE,TRUE,16:20.3,18,Sports
1550,Kathy,Jones,kathyjones@outlook.com,-6851,21:52.5,High_Value,Direct,18-25,Medium,323.76,0.28,TRUE,FALSE,FALSE,15:24.3,24,Books
1551,Brenda,Underwood,brenda.underwood@gmail.com,-8747,34:32.5,New_Customer,Email,55+,,120.69,0.71,FALSE,FALSE,FALSE,17:31.7,15,Electronics
1552,Adam,Stephens,adam377@yahoo.com,-7637,52:12.3,Low_Value,Direct,36-45,Premium,88.5,0.7,TRUE,TRUE,FALSE,17:14.3,48,Home
1553,Kelli,Goodwin,kelli.goodwin@yahoo.com,-7616,56:22.2,Low_Value,Social,36-45,,35.04,0.68,TRUE,FALSE,FALSE,14:13.4,15,Electronics
1554,Taylor,Taylor,taylortaylor@gmail.com,-7664,49:55.3,High_Value,Social,46-55,Premium,445.54,0.32,TRUE,TRUE,FALSE,16:00.7,44,Home
1555,Mark,Marsh,mark870@yahoo.com,-7104,03:40.0,Medium_Value,Push,,,104.36,0.64,FALSE,TRUE,TRUE,18:11.7,46,Clothing
1556,Thomas,Hill,thomas.hill@outlook.com,-6322,34:48.0,New_Customer,Direct,46-55,Premium,129.88,0.78,TRUE,FALSE,TRUE,,18,Clothing
1557,Mikayla,Hudson,mikaylahudson@yahoo.com,-8442,50:12.9,High_Value,Push,55+,Premium,312.53,0.28,TRUE,TRUE,TRUE,17:03.9,37,Clothing
1558,Oscar,Davis,oscardavis@gmail.com,-4992,35:16.8,Low_Value,Email,36-45,Low,61.52,0.88,FALSE,FALSE,TRUE,13:58.1,33,Clothing
1559,Brenda,Potts,brenda938@hotmail.com,-10139,54:55.4,New_Customer,SMS,46-55,Premium,33.01,0.59,FALSE,TRUE,TRUE,12:58.3,32,Electronics
1560,Paige,Davis,paigedavis@yahoo.com,-10994,15:28.8,Medium_Value,Direct,55+,Low,88.59,0.5,TRUE,FALSE,TRUE,13:49.9,10,Home
1561,Kenneth,Johnson,kennethjohnson@hotmail.com,-10828,23:24.0,New_Customer,Email,46-55,Low,47.1,0.75,TRUE,FALSE,TRUE,16:43.8,11,Books
1562,Devon,Neal,devon.neal@outlook.com,-4641,16:51.4,High_Value,Direct,46-55,Premium,406.5,0.24,FALSE,TRUE,TRUE,,48,Electronics
1563,Heather,Davis,heather706@hotmail.com,-4316,44:42.0,High_Value,Direct,26-35,Medium,443.77,0.28,TRUE,TRUE,TRUE,15:57.0,10,Electronics
1564,Chris,Lee,chris.lee@yahoo.com,-8782,29:36.7,Low_Value,SMS,55+,Low,84.13,0.66,FALSE,FALSE,TRUE,13:17.6,7,Sports
1565,Jay,Hoffman,jay.hoffman@hotmail.com,-6863,26:02.7,Low_Value,Push,55+,High,83.79,0.89,TRUE,TRUE,TRUE,14:05.2,44,Electronics
1566,Mark,Russell,mark.russell@yahoo.com,-6659,15:21.8,Low_Value,Social,,High,78.44,0.62,FALSE,FALSE,TRUE,15:51.8,46,Books
1567,Amanda,Edwards,amandaedwards@yahoo.com,-9875,40:51.7,High_Value,Social,36-45,Premium,296.85,0.22,TRUE,FALSE,TRUE,13:18.2,21,Books
1568,Angela,Bennett,angelabennett@gmail.com,-4782,17:42.8,Medium_Value,Email,36-45,Medium,113.85,0.49,FALSE,FALSE,TRUE,12:59.8,23,Beauty
1569,Zachary,Moreno,zachary436@yahoo.com,-10697,19:50.7,Medium_Value,Social,18-25,High,172.5,0.59,FALSE,FALSE,FALSE,,42,Beauty
1570,Michelle,Bullock,michelle551@yahoo.com,-5508,23:54.1,New_Customer,Push,55+,Low,88.29,0.57,FALSE,TRUE,TRUE,14:17.5,50,Books
1571,Sabrina,Webb,sabrina627@hotmail.com,-5071,19:49.2,High_Value,Email,26-35,Medium,432.04,0.36,FALSE,FALSE,TRUE,16:07.2,31,Home
1572,Angela,Smith,angelasmith@gmail.com,-9923,06:14.3,Medium_Value,SMS,26-35,Medium,179.25,0.55,TRUE,TRUE,TRUE,16:29.1,17,Books
1573,Jill,Navarro,jill17@yahoo.com,-7779,54:24.9,Low_Value,Direct,,Medium,39.09,0.7,TRUE,FALSE,TRUE,13:32.6,13,Sports
1574,Michelle,Stephens,michellestephens@hotmail.com,-10123,15:51.7,Medium_Value,Social,36-45,Premium,80.26,0.65,FALSE,FALSE,FALSE,16:25.9,12,Books
1575,Robert,Kennedy,robert.kennedy@outlook.com,-10541,34:33.6,High_Value,Social,18-25,Premium,422.03,0.21,TRUE,TRUE,TRUE,17:33.6,15,Clothing
1576,Joseph,Brown,joseph12@yahoo.com,-3529,39:18.6,High_Value,Email,36-45,High,164.75,0.29,FALSE,FALSE,TRUE,14:47.0,7,Clothing
1577,Lisa,Rose,lisarose@gmail.com,-4859,13:06.9,High_Value,SMS,55+,Premium,365.69,0.22,FALSE,TRUE,FALSE,15:46.8,33,Sports
1578,Christy,Murray,christy610@hotmail.com,-8684,46:43.9,Low_Value,Social,26-35,High,39.38,0.84,TRUE,FALSE,TRUE,14:33.4,49,Electronics
1579,Stacey,Rivera,stacey.rivera@hotmail.com,-3354,21:48.0,High_Value,Direct,55+,High,375.83,0.21,FALSE,FALSE,FALSE,15:07.7,26,Clothing
1580,Christina,Brown,christina171@hotmail.com,-7333,27:22.5,New_Customer,SMS,55+,Low,61.99,0.76,FALSE,FALSE,FALSE,15:32.6,17,Sports
1581,Benjamin,Long,benjamin960@hotmail.com,-5695,30:34.1,Medium_Value,SMS,,Premium,166.9,0.62,TRUE,FALSE,TRUE,17:10.9,15,Electronics
1582,Theresa,Evans,theresa.evans@gmail.com,-1735,39:04.4,New_Customer,Email,18-25,Premium,104.24,0.67,FALSE,FALSE,TRUE,13:31.3,22,Clothing
1583,David,Murphy,davidmurphy@yahoo.com,-10014,55:31.4,High_Value,Social,46-55,High,305.7,0.22,TRUE,FALSE,TRUE,13:22.2,17,Home
1584,Stephen,Campbell,stephen.campbell@yahoo.com,-6848,49:33.3,Low_Value,Direct,36-45,Low,92.57,0.8,FALSE,FALSE,TRUE,13:55.3,41,Clothing
1585,David,Thomas,david.thomas@outlook.com,-5522,44:18.9,High_Value,Push,46-55,Premium,431.26,0.32,FALSE,TRUE,TRUE,17:03.1,50,Sports
1586,Brandi,Nielsen,brandinielsen@gmail.com,-5109,36:42.1,Low_Value,Push,36-45,High,46.98,0.61,FALSE,TRUE,FALSE,17:51.7,46,Home
1587,Scott,Perez,scott.perez@yahoo.com,-10374,42:08.7,Low_Value,Push,18-25,Premium,52.41,0.6,TRUE,TRUE,TRUE,15:46.9,27,Electronics
1588,Johnathan,Burnett,johnathan.burnett@hotmail.com,-3223,26:42.7,Low_Value,Direct,18-25,Medium,39.3,0.71,FALSE,TRUE,TRUE,,10,Clothing
1589,Whitney,Norton,whitney153@outlook.com,-6921,42:23.3,New_Customer,SMS,46-55,High,89.61,0.79,FALSE,TRUE,TRUE,13:52.6,36,Electronics
1590,Alison,Lindsey,alisonlindsey@gmail.com,-5105,07:41.9,New_Customer,Direct,46-55,Premium,84.96,0.59,FALSE,FALSE,TRUE,,31,Beauty
1591,Rhonda,Conway,rhonda.conway@yahoo.com,-5514,01:55.6,New_Customer,Social,36-45,Medium,61.3,0.5,FALSE,FALSE,TRUE,13:00.1,16,Electronics
1592,Jessica,Jones,jessicajones@outlook.com,-3486,57:35.2,High_Value,Social,26-35,Premium,282.16,0.37,FALSE,FALSE,TRUE,15:19.3,15,Electronics
1593,Stephen,Miller,stephen.miller@hotmail.com,-6821,47:05.1,New_Customer,SMS,18-25,High,109.07,0.6,FALSE,FALSE,TRUE,18:17.1,24,Electronics
1594,Ronald,Owens,ronaldowens@outlook.com,-9331,27:15.3,New_Customer,SMS,36-45,Low,71.21,0.65,FALSE,FALSE,TRUE,13:29.1,0,Beauty
1595,Elizabeth,Goodwin,elizabeth.goodwin@hotmail.com,-3383,45:42.7,Low_Value,Push,46-55,Medium,65.59,0.7,FALSE,TRUE,FALSE,,7,Electronics
1596,Lindsay,King,lindsayking@yahoo.com,-9375,20:41.6,High_Value,Direct,18-25,Low,299.83,0.36,TRUE,FALSE,TRUE,15:57.7,6,Electronics
1597,Kyle,Rodriguez,kyle997@yahoo.com,-6498,29:34.2,Medium_Value,Social,36-45,Premium,160.72,0.62,FALSE,FALSE,TRUE,,4,Home
1598,Felicia,George,felicia.george@outlook.com,-9563,56:43.3,New_Customer,Direct,18-25,Low,92.81,0.6,TRUE,FALSE,TRUE,17:23.7,17,Books
1599,Allen,Mason,allen.mason@outlook.com,-2219,33:36.9,Low_Value,SMS,36-45,Low,53.71,0.65,FALSE,FALSE,TRUE,16:56.0,20,Books
1600,William,Sullivan,william147@hotmail.com,-8434,01:37.3,Low_Value,Direct,26-35,High,25.18,0.6,FALSE,TRUE,TRUE,,50,Sports
1601,Nicholas,Bishop,nicholasbishop@hotmail.com,-7063,35:14.9,Low_Value,SMS,18-25,Low,49.14,0.67,TRUE,FALSE,TRUE,16:50.1,40,Clothing
1602,Bailey,Lucas,bailey205@hotmail.com,-3605,04:22.2,Low_Value,SMS,18-25,Premium,36.17,0.8,TRUE,FALSE,FALSE,16:31.8,5,Books
1603,April,Mendoza,april.mendoza@hotmail.com,-5729,44:57.3,High_Value,Email,18-25,Medium,232.56,0.35,FALSE,TRUE,FALSE,15:56.0,37,Sports
1604,Jerry,Knight,jerry.knight@yahoo.com,-2787,21:25.2,High_Value,Social,36-45,Low,224.53,0.34,FALSE,TRUE,FALSE,17:51.1,9,Clothing
1605,Corey,Murray,corey.murray@yahoo.com,-6637,47:54.1,High_Value,Email,36-45,,181.67,0.23,TRUE,FALSE,TRUE,14:12.1,15,Books
1606,Dawn,King,dawn677@yahoo.com,-2536,53:11.0,Low_Value,Direct,36-45,Premium,70.37,0.6,FALSE,FALSE,FALSE,,35,Books
1607,Roger,Hayden,roger788@hotmail.com,-3296,07:21.1,New_Customer,SMS,55+,Low,142.44,0.6,FALSE,TRUE,TRUE,15:41.9,30,Electronics
1608,Malik,Gallagher,malik939@yahoo.com,-7140,24:02.3,Low_Value,Email,36-45,Premium,41.02,0.84,FALSE,TRUE,TRUE,13:05.5,14,Electronics
1609,Angela,Lowe,angelalowe@hotmail.com,-6089,10:17.2,New_Customer,Direct,55+,Premium,52.62,0.66,FALSE,TRUE,TRUE,16:10.6,19,Books
1610,Rebekah,Novak,rebekahnovak@gmail.com,-10839,51:17.2,New_Customer,Push,18-25,Premium,75.45,0.7,TRUE,FALSE,FALSE,12:55.0,29,Clothing
1611,Stephen,Bailey,stephenbailey@outlook.com,-9206,01:32.6,New_Customer,Social,18-25,Medium,88.71,0.63,TRUE,TRUE,FALSE,17:26.8,13,Clothing
1612,Kevin,White,kevin927@gmail.com,-10627,16:20.7,Low_Value,Direct,,Premium,32.1,0.64,FALSE,FALSE,FALSE,,14,Books
1613,Jonathan,Turner,jonathanturner@hotmail.com,-9443,51:45.1,Low_Value,Social,55+,,89.25,0.63,TRUE,TRUE,TRUE,13:18.0,10,Electronics
1614,Nathan,Luna,nathan.luna@outlook.com,-4732,27:53.8,Medium_Value,Social,,Premium,88.72,0.42,FALSE,FALSE,FALSE,17:36.7,26,Clothing
1615,Matthew,Flowers,matthewflowers@gmail.com,-3158,22:28.4,New_Customer,Social,26-35,High,75.13,0.62,FALSE,TRUE,TRUE,,1,Sports
1616,Gregory,Ortiz,gregory.ortiz@yahoo.com,-9553,13:58.2,High_Value,SMS,36-45,Low,253.17,0.27,FALSE,TRUE,FALSE,,39,Beauty
1617,Tammy,Martinez,tammy202@hotmail.com,-5224,48:59.0,Medium_Value,Push,26-35,Premium,109.95,0.6,FALSE,FALSE,TRUE,13:24.1,37,Clothing
1618,Tyler,Adams,tyler546@gmail.com,-9705,22:06.9,High_Value,Direct,46-55,Low,219.96,0.31,TRUE,FALSE,FALSE,,9,Electronics
1619,Angela,Olson,angela402@hotmail.com,-3799,22:51.7,New_Customer,SMS,26-35,,129.25,0.66,TRUE,FALSE,FALSE,15:42.7,27,Clothing
1620,Xavier,Scott,xavier.scott@outlook.com,-10450,06:08.0,New_Customer,Direct,18-25,High,47.34,0.61,FALSE,FALSE,TRUE,13:42.2,41,Electronics
1621,William,Wells,william908@gmail.com,-5676,13:56.1,New_Customer,Social,36-45,Low,106.49,0.55,FALSE,TRUE,FALSE,17:30.7,5,Home
1622,Heather,Young,heather.young@outlook.com,-7327,51:18.5,Low_Value,Email,36-45,Medium,56.05,0.81,FALSE,FALSE,FALSE,,8,Home
1623,Michael,Watson,michaelwatson@yahoo.com,-5550,09:58.4,High_Value,Push,36-45,,218.86,0.23,FALSE,FALSE,FALSE,,32,Electronics
1624,Cesar,Cooper,cesar445@yahoo.com,-2438,20:35.4,Medium_Value,Social,,Medium,83.09,0.41,TRUE,FALSE,TRUE,18:37.0,0,Beauty
1625,Lauren,Beltran,lauren709@gmail.com,-11179,36:56.1,New_Customer,SMS,36-45,Premium,34.4,0.54,FALSE,TRUE,FALSE,,29,Beauty
1626,Robert,Saunders,robert48@yahoo.com,-2643,13:51.3,Low_Value,Direct,36-45,High,90.97,0.61,TRUE,TRUE,TRUE,13:42.2,27,Books
1627,Jean,Kelly,jean129@gmail.com,-11631,15:16.2,Medium_Value,Email,18-25,Premium,103.13,0.45,TRUE,FALSE,FALSE,15:51.4,38,Sports
1628,William,Forbes,william11@outlook.com,-8698,30:56.0,Low_Value,Email,26-35,Low,30.62,0.65,FALSE,FALSE,FALSE,16:45.6,33,Books
1629,Dana,Garcia,dana6@yahoo.com,-9316,51:30.4,New_Customer,Direct,46-55,Low,43.2,0.79,FALSE,FALSE,TRUE,17:59.6,6,Beauty
1630,Jennifer,Ingram,jennifer548@yahoo.com,-10852,03:45.2,Low_Value,Social,46-55,Medium,97.61,0.61,FALSE,TRUE,TRUE,14:55.6,24,Electronics
1631,Anthony,Tate,anthony507@hotmail.com,-9504,45:29.0,Medium_Value,Direct,26-35,Low,187.74,0.56,FALSE,TRUE,FALSE,14:56.5,42,Electronics
1632,Keith,Franco,keithfranco@hotmail.com,-5898,02:04.1,Low_Value,Direct,18-25,Premium,82.12,0.8,TRUE,TRUE,FALSE,16:12.2,8,Electronics
1633,Jeremy,Williams,jeremy.williams@gmail.com,-10065,48:05.9,High_Value,Direct,18-25,High,415.06,0.2,TRUE,FALSE,FALSE,16:12.0,15,Beauty
1634,Frank,Richardson,frankrichardson@outlook.com,-4438,24:55.8,Medium_Value,Direct,18-25,Premium,164.34,0.42,FALSE,FALSE,TRUE,16:05.5,4,Clothing
1635,Thomas,Cross,thomascross@gmail.com,-3313,53:32.2,Low_Value,Push,46-55,Low,97.45,0.82,TRUE,TRUE,FALSE,14:24.8,34,Books
1636,Candice,Howard,candicehoward@yahoo.com,-9281,07:43.8,Low_Value,Email,26-35,Premium,68.57,0.66,TRUE,TRUE,FALSE,14:35.7,1,Books
1637,Melissa,Jones,melissajones@gmail.com,-4606,01:07.6,New_Customer,Social,36-45,High,83.76,0.64,TRUE,TRUE,FALSE,13:19.7,43,Clothing
1638,Tracy,Lee,tracylee@hotmail.com,-7750,30:20.7,High_Value,SMS,55+,High,299.11,0.27,TRUE,TRUE,TRUE,16:14.5,2,Clothing
1639,Natalie,Munoz,nataliemunoz@hotmail.com,-9379,18:00.4,Low_Value,Email,18-25,High,53.78,0.83,TRUE,FALSE,TRUE,15:46.6,45,Electronics
1640,Kelsey,Barrett,kelsey9@gmail.com,-9991,06:30.0,New_Customer,Push,,Premium,46.77,0.51,TRUE,FALSE,TRUE,14:49.2,31,Beauty
1641,Denise,Walker,denise318@hotmail.com,-8554,46:12.9,Medium_Value,Email,55+,Low,81.07,0.44,TRUE,TRUE,TRUE,15:27.7,34,Clothing
1642,Jacqueline,Williams,jacqueline463@gmail.com,-7372,38:23.1,Medium_Value,Push,46-55,,196.55,0.4,TRUE,FALSE,TRUE,16:22.9,42,Sports
1643,Garrett,Henderson,garretthenderson@yahoo.com,-5392,26:01.4,Medium_Value,SMS,55+,High,93.57,0.56,TRUE,TRUE,FALSE,16:09.3,8,Home
1644,Pamela,Morgan,pamela.morgan@outlook.com,-9780,13:10.1,New_Customer,SMS,46-55,Premium,66.82,0.64,FALSE,FALSE,TRUE,18:39.6,5,Home
1645,Shane,Wright,shane860@outlook.com,-3668,07:23.0,New_Customer,Email,,Premium,46.79,0.66,FALSE,TRUE,FALSE,16:07.1,37,Beauty
1646,Natasha,Hall,natashahall@yahoo.com,-9300,37:02.3,High_Value,SMS,,Medium,287.08,0.24,FALSE,FALSE,TRUE,17:53.2,44,Sports
1647,Lonnie,Goodman,lonnie107@outlook.com,-6039,51:56.8,High_Value,Social,18-25,Low,468.33,0.37,FALSE,FALSE,TRUE,13:34.2,19,Beauty
1648,Rodney,Rodriguez,rodney612@gmail.com,-3467,34:51.3,Low_Value,Social,36-45,High,56.78,0.68,TRUE,FALSE,TRUE,15:30.6,7,Home
1649,Keith,Smith,keithsmith@gmail.com,-8740,04:03.3,Low_Value,Direct,36-45,Medium,42.57,0.62,FALSE,FALSE,FALSE,18:38.1,29,Beauty
1650,Laura,Dennis,laura.dennis@outlook.com,-2380,02:02.1,Medium_Value,Social,26-35,High,109.58,0.46,TRUE,TRUE,FALSE,13:15.9,10,Beauty
1651,Shannon,Reid,shannon462@yahoo.com,-10793,24:17.6,New_Customer,SMS,26-35,Medium,60.77,0.67,FALSE,FALSE,FALSE,,5,Clothing
1652,Trevor,Morton,trevor.morton@yahoo.com,-3469,30:15.1,Medium_Value,Direct,36-45,Premium,166.95,0.52,TRUE,TRUE,TRUE,16:31.2,15,Books
1653,Richard,Bishop,richard.bishop@gmail.com,-10210,25:51.1,New_Customer,Push,46-55,Medium,56.2,0.55,FALSE,TRUE,TRUE,14:45.9,19,Books
1654,Michael,King,michael407@gmail.com,-9796,15:26.8,Low_Value,Email,55+,Medium,71.12,0.88,FALSE,TRUE,TRUE,12:47.0,43,Beauty
1655,Sarah,Dillon,sarah.dillon@yahoo.com,-7343,52:26.3,Low_Value,Email,18-25,High,53.32,0.64,FALSE,FALSE,FALSE,17:50.5,23,Electronics
1656,Leslie,Graham,leslie.graham@gmail.com,-10343,42:48.4,New_Customer,Direct,18-25,Medium,108.25,0.78,TRUE,TRUE,TRUE,16:21.0,12,Sports
1657,Chris,Barrett,chris109@yahoo.com,-3210,33:36.6,Medium_Value,Direct,26-35,High,142.63,0.63,TRUE,FALSE,FALSE,13:45.2,30,Beauty
1658,Lisa,Elliott,lisa905@hotmail.com,-9129,52:32.5,Medium_Value,SMS,55+,High,147.03,0.41,TRUE,TRUE,TRUE,,38,Home
1659,Shawn,Santos,shawnsantos@hotmail.com,-9833,44:31.5,Medium_Value,Direct,18-25,Low,159.63,0.69,TRUE,FALSE,TRUE,17:47.2,33,Electronics
1660,Mark,Taylor,mark.taylor@gmail.com,-4231,46:12.7,High_Value,Push,55+,Medium,217.05,0.25,TRUE,TRUE,FALSE,18:02.8,33,Electronics
1661,Kelsey,Garcia,kelsey.garcia@outlook.com,-5429,28:21.5,High_Value,Direct,26-35,High,387.36,0.22,FALSE,TRUE,TRUE,,17,Beauty
1662,Charles,Lin,charles424@hotmail.com,-4685,43:39.5,New_Customer,Email,55+,Medium,76.09,0.6,FALSE,TRUE,TRUE,,3,Clothing
1663,Randy,Mitchell,randy.mitchell@gmail.com,-7685,50:13.2,Low_Value,SMS,18-25,High,31.89,0.82,TRUE,TRUE,FALSE,12:57.6,3,Books
1664,William,Smith,william.smith@yahoo.com,-4004,58:58.0,High_Value,Direct,36-45,High,327,0.33,FALSE,TRUE,FALSE,14:42.7,16,Sports
1665,Thomas,Reilly,thomas.reilly@yahoo.com,-9161,31:12.3,High_Value,Push,46-55,Premium,390.22,0.21,TRUE,FALSE,TRUE,,9,Home
1666,Terry,Stein,terry.stein@gmail.com,-2683,21:32.6,New_Customer,Email,46-55,Premium,92.29,0.66,FALSE,TRUE,TRUE,17:00.6,16,Books
1667,Lisa,Allen,lisa678@outlook.com,-10266,28:37.6,High_Value,Direct,18-25,High,432.86,0.22,FALSE,TRUE,FALSE,16:48.2,11,Clothing
1668,David,Hill,david463@outlook.com,-9298,53:15.9,Medium_Value,Social,18-25,Premium,194.73,0.47,FALSE,TRUE,FALSE,16:54.1,42,Sports
1669,Charles,Burns,charles.burns@gmail.com,-4919,37:33.4,Medium_Value,Push,18-25,Medium,192.1,0.56,TRUE,TRUE,TRUE,15:25.3,24,Books
1670,Derek,Carter,derek.carter@outlook.com,-8813,49:28.6,High_Value,SMS,36-45,High,313.68,0.36,FALSE,FALSE,TRUE,,44,Books
1671,Douglas,Robinson,douglas.robinson@hotmail.com,-6016,02:02.4,New_Customer,Email,18-25,Medium,54.56,0.73,FALSE,TRUE,TRUE,13:48.2,4,Electronics
1672,Rebecca,Donovan,rebecca.donovan@outlook.com,-6483,59:49.9,New_Customer,Direct,55+,Low,107.64,0.62,TRUE,FALSE,FALSE,15:49.4,38,Books
1673,Tina,Schroeder,tina.schroeder@hotmail.com,-9297,39:44.7,Medium_Value,Social,36-45,Low,114.92,0.53,FALSE,FALSE,FALSE,15:13.3,23,Clothing
1674,Mary,Sullivan,marysullivan@gmail.com,-5145,21:38.0,Low_Value,Push,26-35,Medium,51.13,0.84,FALSE,TRUE,FALSE,13:57.8,17,Sports
1675,Michael,Lucero,michaellucero@outlook.com,-7858,09:42.7,Low_Value,Push,18-25,Low,94.04,0.62,TRUE,TRUE,TRUE,13:51.2,26,Home
1676,John,Meyer,john716yahoo.com,-5421,44:29.9,New_Customer,SMS,55+,High,138.5,0.61,TRUE,TRUE,FALSE,14:38.5,5,Books
1677,Mark,Rubio,mark755@hotmail.com,-7186,28:53.5,New_Customer,Push,46-55,Low,76.44,0.71,TRUE,TRUE,TRUE,14:27.8,0,Beauty
1678,Christine,Peterson,christine.peterson@gmail.com,-5420,35:05.6,Medium_Value,Direct,36-45,,142.1,0.65,TRUE,TRUE,TRUE,13:12.3,0,Clothing
1679,Rebecca,Moody,rebecca628@gmail.com,-11090,18:51.2,Low_Value,Direct,26-35,Premium,82.71,0.64,TRUE,TRUE,FALSE,,30,Clothing
1680,Thomas,Carter,thomas749@yahoo.com,-3245,15:29.5,New_Customer,Direct,46-55,Medium,117.18,0.73,FALSE,FALSE,FALSE,16:59.5,18,Beauty
1681,Michaela,Barrera,michaela595@yahoo.com,-1814,28:25.5,Low_Value,SMS,36-45,Low,82,0.85,FALSE,TRUE,TRUE,16:19.4,29,Beauty
1682,Lisa,Morgan,lisamorgan@hotmail.com,-3398,39:54.2,Low_Value,Direct,26-35,Low,92.05,0.88,TRUE,FALSE,FALSE,17:52.5,31,Books
1683,Joseph,Rasmussen,joseph.rasmussen@gmail.com,-9681,47:03.1,Low_Value,Social,,High,48.75,0.73,TRUE,TRUE,FALSE,,15,Books
1684,Timothy,Meza,timothy.meza@outlook.com,-5246,44:54.2,Medium_Value,Push,46-55,Premium,94.94,0.68,TRUE,TRUE,FALSE,13:10.6,10,Electronics
1685,Mia,Figueroa,mia51@gmail.com,-6227,31:54.7,Low_Value,SMS,36-45,Low,58.21,0.6,FALSE,TRUE,FALSE,18:12.8,21,Clothing
1686,William,Williams,william.williams@hotmail.com,-9498,21:47.9,New_Customer,Direct,46-55,High,66.7,0.56,TRUE,TRUE,FALSE,14:44.1,3,Clothing
1687,Teresa,Thomas,teresa.thomas@gmail.com,-3624,50:54.2,New_Customer,Push,36-45,Low,144.21,0.79,TRUE,FALSE,FALSE,16:05.2,39,Books
1688,Cassandra,Brennan,cassandra668@outlook.com,-1865,03:33.8,High_Value,Push,26-35,Premium,347.95,0.35,FALSE,TRUE,FALSE,15:03.6,12,Sports
